alarm_time,incident_type,description,response_time
2012-02-16 16:26:38 UTC,321,EMS call  excluding vehicle accident with injury,3.7
2012-02-16 13:33:54 UTC,111,Building fire,0.63
2012-02-15 09:55:59 UTC,321,EMS call  excluding vehicle accident with injury,6.27
2012-02-14 19:36:52 UTC,311,Medical assist  assist EMS crew,9.95
2012-02-14 03:59:15 UTC,300,Rescue  EMS incident  other,6.7
2012-02-13 22:26:45 UTC,600,Good intent call  Other,0.3
2012-02-13 06:19:07 UTC,311,Medical assist  assist EMS crew,0.4
2012-02-13 01:19:29 UTC,311,Medical assist  assist EMS crew,5.43
2012-02-12 23:07:54 UTC,311,Medical assist  assist EMS crew,8.07
2012-02-12 07:42:34 UTC,311,Medical assist  assist EMS crew,10.35
2012-02-11 21:09:25 UTC,321,EMS call  excluding vehicle accident with injury,7.72
2012-02-11 18:41:25 UTC,111,Building fire,10.85
2012-02-10 07:59:00 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2012-02-10 07:26:27 UTC,321,EMS call  excluding vehicle accident with injury,6.8
2012-02-10 06:26:52 UTC,114,Chimney or flue fire  confined to chimney or flue,9.98
2012-02-10 00:32:03 UTC,322,Motor vehicle accident with injuries,5.93
2012-02-09 11:08:47 UTC,511,Lock-out,0.4
2012-02-06 15:58:04 UTC,321,EMS call  excluding vehicle accident with injury,2.27
2012-02-05 21:29:57 UTC,311,Medical assist  assist EMS crew,2.77
2012-02-04 18:13:54 UTC,551,Assist police or other governmental agency,0.4
2012-02-04 16:51:00 UTC,463,Vehicle accident  general cleanup,4.0
2012-02-04 14:30:00 UTC,571,Cover assignment  standby  moveup,8.0
2012-02-02 19:01:28 UTC,311,Medical assist  assist EMS crew,10.82
2012-02-02 16:21:41 UTC,324,Motor Vehicle Accident with no injuries,0.82
2012-02-01 14:08:32 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2012-01-30 21:53:47 UTC,311,Medical assist  assist EMS crew,5.03
2012-01-29 13:11:53 UTC,311,Medical assist  assist EMS crew,10.97
2012-01-29 12:39:43 UTC,700,False alarm or false call  Other,2.95
2012-01-29 03:15:54 UTC,311,Medical assist  assist EMS crew,10.43
2012-01-28 16:11:03 UTC,733,Smoke detector activation due to malfunction,2.53
2012-01-27 11:52:12 UTC,311,Medical assist  assist EMS crew,6.07
2012-01-26 06:33:43 UTC,311,Medical assist  assist EMS crew,9.18
2012-01-25 19:13:30 UTC,911,Citizen complaint,1.9
2012-01-25 19:07:30 UTC,311,Medical assist  assist EMS crew,3.08
2012-01-24 21:26:56 UTC,311,Medical assist  assist EMS crew,4.95
2012-01-23 20:58:01 UTC,311,Medical assist  assist EMS crew,3.58
2012-01-23 20:49:59 UTC,311,Medical assist  assist EMS crew,2.63
2012-01-23 03:54:05 UTC,311,Medical assist  assist EMS crew,4.22
2012-01-22 17:02:24 UTC,240,Explosion (no fire)  Other,4.92
2012-01-22 16:06:42 UTC,412,Gas leak (natural gas or LPG),5.03
2012-01-22 08:28:26 UTC,311,Medical assist  assist EMS crew,6.23
2012-01-21 17:59:02 UTC,700,False alarm or false call  Other,13.03
2012-01-17 18:26:37 UTC,510,Person in distress  Other,0.4
2012-01-17 12:34:29 UTC,1601,Transformer Fire,1.57
2012-01-17 12:09:22 UTC,100,Fire  Other,0.4
2012-01-17 09:03:21 UTC,321,EMS call  excluding vehicle accident with injury,6.02
2012-01-16 18:47:16 UTC,311,Medical assist  assist EMS crew,3.25
2012-01-16 15:53:34 UTC,311,Medical assist  assist EMS crew,5.37
2012-01-16 12:47:26 UTC,300,Rescue  EMS incident  other,4.03
2012-01-15 11:31:27 UTC,311,Medical assist  assist EMS crew,7.12
2012-01-14 12:39:14 UTC,321,EMS call  excluding vehicle accident with injury,4.97
2012-01-13 23:00:49 UTC,321,EMS call  excluding vehicle accident with injury,7.33
2012-01-13 21:02:41 UTC,322,Motor vehicle accident with injuries,3.9
2012-01-13 09:39:09 UTC,311,Medical assist  assist EMS crew,5.1
2012-01-13 01:35:08 UTC,311,Medical assist  assist EMS crew,5.78
2012-01-12 18:59:07 UTC,311,Medical assist  assist EMS crew,7.72
2012-01-12 17:32:49 UTC,322,Motor vehicle accident with injuries,0.35
2012-01-11 17:53:46 UTC,151,Outside rubbish  trash or waste fire,5.85
2012-01-11 01:14:47 UTC,311,Medical assist  assist EMS crew,10.73
2012-01-10 06:46:28 UTC,531,Smoke or odor removal,18.55
2012-01-09 16:16:12 UTC,600,Good intent call  Other,0.98
2012-01-07 00:52:32 UTC,111,Building fire,14.78
2012-01-07 00:19:20 UTC,324,Motor Vehicle Accident with no injuries,4.67
2012-01-06 17:10:24 UTC,700,False alarm or false call  Other,11.27
2012-01-06 16:12:53 UTC,322,Motor vehicle accident with injuries,3.73
2012-01-06 09:30:11 UTC,311,Medical assist  assist EMS crew,7.48
2012-01-05 19:49:08 UTC,131,Passenger vehicle fire,3.62
2012-01-04 15:02:33 UTC,111,Building fire,2.0
2011-12-31 15:05:58 UTC,321,EMS call  excluding vehicle accident with injury,5.85
2011-12-30 14:35:16 UTC,715,Local alarm system  malicious false alarm,15.3
2011-12-30 07:59:49 UTC,111,Building fire,3.95
2011-12-29 19:33:26 UTC,311,Medical assist  assist EMS crew,4.8
2011-12-27 01:26:08 UTC,311,Medical assist  assist EMS crew,10.37
2011-12-26 14:50:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2011-12-25 11:22:23 UTC,311,Medical assist  assist EMS crew,4.23
2011-12-22 15:00:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2011-12-21 20:14:15 UTC,150,Outside rubbish fire  Other,10.95
2011-12-21 16:52:45 UTC,322,Motor vehicle accident with injuries,3.73
2011-12-21 14:59:14 UTC,321,EMS call  excluding vehicle accident with injury,6.7
2011-12-20 10:16:31 UTC,311,Medical assist  assist EMS crew,5.33
2011-12-18 06:17:04 UTC,311,Medical assist  assist EMS crew,5.47
2011-12-16 15:10:19 UTC,400,Hazardous condition  Other,5.18
2011-12-15 19:34:45 UTC,311,Medical assist  assist EMS crew,6.47
2011-12-15 07:31:15 UTC,311,Medical assist  assist EMS crew,6.68
2011-12-13 19:42:06 UTC,322,Motor vehicle accident with injuries,2.18
2011-12-13 05:40:14 UTC,311,Medical assist  assist EMS crew,9.1
2011-12-12 23:00:31 UTC,321,EMS call  excluding vehicle accident with injury,10.08
2011-12-12 19:15:09 UTC,561,Unauthorized burning,6.12
2011-12-12 09:45:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2011-12-11 20:42:45 UTC,311,Medical assist  assist EMS crew,6.0
2011-12-11 14:06:30 UTC,153,Construction or demolition landfill fire,3.98
2011-12-11 08:51:07 UTC,460,Accident  potential accident  Other,5.97
2011-12-09 17:12:16 UTC,531,Smoke or odor removal,5.15
2011-12-09 16:00:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2011-12-09 15:08:20 UTC,600,Good intent call  Other,4.52
2011-12-08 17:57:47 UTC,440,Electrical  wiring/equipment problem  Other,8.78
2011-12-08 07:33:31 UTC,322,Motor vehicle accident with injuries,6.13
2011-12-08 00:38:40 UTC,311,Medical assist  assist EMS crew,11.58
2011-12-06 16:24:16 UTC,322,Motor vehicle accident with injuries,6.32
2011-12-06 16:02:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2011-12-05 14:48:41 UTC,322,Motor vehicle accident with injuries,3.2
2011-12-02 12:32:37 UTC,600,Good intent call  Other,5.12
2011-12-02 02:35:20 UTC,322,Motor vehicle accident with injuries,6.53
2011-12-01 19:07:17 UTC,311,Medical assist  assist EMS crew,6.52
2011-12-01 16:51:00 UTC,111,Building fire,3.35
2011-12-01 05:15:12 UTC,700,False alarm or false call  Other,1.7
2011-11-30 14:10:53 UTC,321,EMS call  excluding vehicle accident with injury,6.63
2011-11-30 13:24:42 UTC,352,Extrication of victim(s) from vehicle,0.58
2011-11-27 21:18:07 UTC,600,Good intent call  Other,4.12
2011-11-27 18:18:12 UTC,311,Medical assist  assist EMS crew,8.27
2011-11-27 17:27:57 UTC,321,EMS call  excluding vehicle accident with injury,6.58
2011-11-26 21:19:10 UTC,311,Medical assist  assist EMS crew,6.32
2011-11-26 21:05:02 UTC,531,Smoke or odor removal,11.0
2011-11-26 18:51:05 UTC,321,EMS call  excluding vehicle accident with injury,9.02
2011-11-22 12:56:04 UTC,321,EMS call  excluding vehicle accident with injury,3.03
2011-11-22 09:12:03 UTC,311,Medical assist  assist EMS crew,5.83
2011-11-21 16:13:28 UTC,151,Outside rubbish  trash or waste fire,3.57
2011-11-20 09:00:08 UTC,463,Vehicle accident  general cleanup,7.07
2011-11-19 17:17:44 UTC,311,Medical assist  assist EMS crew,11.25
2011-11-19 11:47:01 UTC,900,Special type of incident  Other,0.12
2011-11-18 04:28:18 UTC,311,Medical assist  assist EMS crew,13.28
2011-11-17 22:49:24 UTC,311,Medical assist  assist EMS crew,4.25
2011-11-17 17:38:04 UTC,311,Medical assist  assist EMS crew,9.37
2011-11-17 07:41:57 UTC,735,Alarm system sounded due to malfunction,13.12
2011-11-17 05:14:19 UTC,311,Medical assist  assist EMS crew,5.63
2011-11-16 23:58:41 UTC,311,Medical assist  assist EMS crew,12.75
2011-11-15 10:43:46 UTC,321,EMS call  excluding vehicle accident with injury,4.03
2011-11-14 15:23:54 UTC,321,EMS call  excluding vehicle accident with injury,3.95
2011-11-11 02:39:47 UTC,321,EMS call  excluding vehicle accident with injury,10.27
2011-11-10 12:24:42 UTC,700,False alarm or false call  Other,6.2
2011-11-10 09:26:21 UTC,311,Medical assist  assist EMS crew,4.92
2011-11-09 08:28:11 UTC,321,EMS call  excluding vehicle accident with injury,6.38
2011-11-07 15:03:14 UTC,411,Gasoline or other flammable liquid spill,2.9
2011-11-07 12:28:42 UTC,311,Medical assist  assist EMS crew,7.28
2011-11-07 05:46:50 UTC,322,Motor vehicle accident with injuries,8.98
2011-11-07 02:32:53 UTC,311,Medical assist  assist EMS crew,10.9
2011-11-06 21:01:48 UTC,311,Medical assist  assist EMS crew,5.77
2011-11-06 04:27:15 UTC,321,EMS call  excluding vehicle accident with injury,7.2
2011-11-05 17:43:15 UTC,511,Lock-out,0.4
2011-11-05 00:44:18 UTC,413,Oil or other combustible liquid spill,6.98
2011-11-02 09:42:38 UTC,511,Lock-out,0.4
2011-11-01 19:37:42 UTC,121,Fire in mobile home used as fixed residence,16.3
2011-11-01 19:00:03 UTC,311,Medical assist  assist EMS crew,4.6
2011-11-01 17:01:58 UTC,700,False alarm or false call  Other,4.17
2011-11-01 07:17:09 UTC,511,Lock-out,2.85
2011-10-31 21:10:45 UTC,100,Fire  Other,6.28
2011-10-30 09:05:36 UTC,531,Smoke or odor removal,3.93
2011-10-29 18:50:20 UTC,321,EMS call  excluding vehicle accident with injury,10.25
2011-10-29 00:30:49 UTC,311,Medical assist  assist EMS crew,4.6
2011-10-28 21:04:05 UTC,311,Medical assist  assist EMS crew,7.0
2011-10-28 10:36:38 UTC,311,Medical assist  assist EMS crew,3.77
2011-10-28 09:35:55 UTC,311,Medical assist  assist EMS crew,5.83
2011-10-28 05:22:27 UTC,300,Rescue  EMS incident  other,8.45
2011-10-26 16:54:00 UTC,323,Motor vehicle/pedestrian accident (MV Ped),2.12
2011-10-24 13:43:48 UTC,411,Gasoline or other flammable liquid spill,1.4
2011-10-23 00:49:31 UTC,131,Passenger vehicle fire,9.0
2011-10-23 00:35:03 UTC,311,Medical assist  assist EMS crew,4.82
2011-10-22 17:38:15 UTC,324,Motor Vehicle Accident with no injuries,3.77
2011-10-21 15:38:40 UTC,118,Trash or rubbish fire  contained,6.75
2011-10-21 12:07:00 UTC,321,EMS call  excluding vehicle accident with injury,9.58
2011-10-21 07:57:13 UTC,311,Medical assist  assist EMS crew,6.45
2011-10-19 16:21:25 UTC,118,Trash or rubbish fire  contained,4.33
2011-10-19 12:52:41 UTC,311,Medical assist  assist EMS crew,8.38
2011-10-19 11:44:07 UTC,551,Assist police or other governmental agency,6.33
2011-10-18 08:18:19 UTC,321,EMS call  excluding vehicle accident with injury,2.7
2011-10-17 21:49:00 UTC,311,Medical assist  assist EMS crew,7.0
2011-10-15 20:36:37 UTC,140,Natural vegetation fire  Other,7.17
2011-10-15 20:11:23 UTC,553,Public service,0.4
2011-10-15 18:50:16 UTC,311,Medical assist  assist EMS crew,8.38
2011-10-14 20:25:35 UTC,322,Motor vehicle accident with injuries,7.83
2011-10-14 10:27:53 UTC,323,Motor vehicle/pedestrian accident (MV Ped),2.77
2011-10-13 18:07:22 UTC,311,Medical assist  assist EMS crew,3.17
2011-10-13 12:24:19 UTC,311,Medical assist  assist EMS crew,5.73
2011-10-12 08:48:58 UTC,321,EMS call  excluding vehicle accident with injury,3.08
2011-10-11 13:52:59 UTC,311,Medical assist  assist EMS crew,6.02
2011-10-09 21:01:00 UTC,311,Medical assist  assist EMS crew,8.7
2011-10-08 21:17:19 UTC,324,Motor Vehicle Accident with no injuries,0.12
2011-10-08 20:25:48 UTC,321,EMS call  excluding vehicle accident with injury,1.28
2011-10-08 12:10:05 UTC,321,EMS call  excluding vehicle accident with injury,4.1
2011-10-08 12:09:01 UTC,311,Medical assist  assist EMS crew,6.78
2011-10-08 08:08:33 UTC,743,Smoke detector activation  no fire - unintentional,4.47
2011-10-07 17:06:33 UTC,111,Building fire,8.85
2011-10-07 15:25:47 UTC,311,Medical assist  assist EMS crew,9.73
2011-10-07 12:55:24 UTC,311,Medical assist  assist EMS crew,6.63
2011-10-06 16:21:20 UTC,553,Public service,0.4
2011-10-05 13:43:28 UTC,311,Medical assist  assist EMS crew,5.57
2011-10-05 11:34:58 UTC,311,Medical assist  assist EMS crew,3.78
2011-10-02 20:09:17 UTC,311,Medical assist  assist EMS crew,7.5
2011-10-01 20:49:09 UTC,413,Oil or other combustible liquid spill,2.77
2011-09-30 14:16:41 UTC,321,EMS call  excluding vehicle accident with injury,6.3
2011-09-30 08:57:35 UTC,550,Public service assistance  Other,0.4
2011-09-30 08:43:09 UTC,321,EMS call  excluding vehicle accident with injury,3.53
2011-09-30 02:56:25 UTC,324,Motor Vehicle Accident with no injuries,3.85
2011-09-29 01:55:05 UTC,321,EMS call  excluding vehicle accident with injury,7.13
2011-09-26 20:21:37 UTC,311,Medical assist  assist EMS crew,5.18
2011-09-25 19:29:56 UTC,311,Medical assist  assist EMS crew,5.65
2011-09-24 01:32:20 UTC,671,HazMat release investigation w/no HazMat,7.78
2011-09-23 12:02:00 UTC,311,Medical assist  assist EMS crew,1.83
2011-09-20 14:56:23 UTC,900,Special type of incident  Other,0.4
2011-09-20 08:55:57 UTC,111,Building fire,15.58
2011-09-19 22:18:40 UTC,311,Medical assist  assist EMS crew,9.07
2011-09-19 15:48:48 UTC,321,EMS call  excluding vehicle accident with injury,7.72
2011-09-19 11:23:33 UTC,322,Motor vehicle accident with injuries,2.25
2011-09-19 02:32:18 UTC,324,Motor Vehicle Accident with no injuries,8.02
2011-09-18 10:35:44 UTC,322,Motor vehicle accident with injuries,4.72
2011-09-18 08:26:32 UTC,321,EMS call  excluding vehicle accident with injury,3.5
2011-09-17 12:58:45 UTC,700,False alarm or false call  Other,2.3
2011-09-17 11:53:08 UTC,321,EMS call  excluding vehicle accident with injury,4.27
2011-09-16 23:26:52 UTC,111,Building fire,15.67
2011-09-16 22:54:39 UTC,321,EMS call  excluding vehicle accident with injury,7.02
2011-09-15 17:47:05 UTC,700,False alarm or false call  Other,4.47
2011-09-15 17:36:58 UTC,341,Search for person on land,10.87
2011-09-15 14:02:01 UTC,412,Gas leak (natural gas or LPG),9.73
2011-09-15 12:01:48 UTC,553,Public service,0.4
2011-09-15 10:05:46 UTC,550,Public service assistance  Other,0.4
2011-09-14 20:37:09 UTC,311,Medical assist  assist EMS crew,8.88
2011-09-14 18:41:52 UTC,322,Motor vehicle accident with injuries,7.68
2011-09-14 16:34:34 UTC,311,Medical assist  assist EMS crew,3.72
2011-09-14 11:03:04 UTC,311,Medical assist  assist EMS crew,1.52
2011-09-13 22:08:58 UTC,311,Medical assist  assist EMS crew,8.5
2011-09-13 13:12:29 UTC,321,EMS call  excluding vehicle accident with injury,5.4
2011-09-13 12:11:59 UTC,311,Medical assist  assist EMS crew,2.98
2011-09-12 12:52:59 UTC,735,Alarm system sounded due to malfunction,5.55
2011-09-11 18:12:19 UTC,311,Medical assist  assist EMS crew,8.87
2011-09-10 09:56:09 UTC,600,Good intent call  Other,0.4
2011-09-08 08:59:37 UTC,311,Medical assist  assist EMS crew,6.28
2011-09-06 15:49:23 UTC,622,No Incident found on arrival at dispatch address,4.53
2011-09-05 18:13:59 UTC,311,Medical assist  assist EMS crew,4.98
2011-09-05 14:21:47 UTC,140,Natural vegetation fire  Other,3.35
2011-09-05 09:47:33 UTC,311,Medical assist  assist EMS crew,7.77
2011-09-04 14:17:23 UTC,510,Person in distress  Other,3.92
2011-09-04 12:17:44 UTC,631,Authorized controlled burning,9.02
2011-09-03 08:24:09 UTC,553,Public service,0.4
2011-09-02 10:04:42 UTC,550,Public service assistance  Other,3.95
2011-09-01 16:45:54 UTC,100,Fire  Other,15.07
2011-09-01 12:20:59 UTC,311,Medical assist  assist EMS crew,10.05
2011-08-31 19:55:52 UTC,600,Good intent call  Other,0.4
2011-08-31 02:38:20 UTC,111,Building fire,12.97
2011-08-30 19:48:11 UTC,900,Special type of incident  Other,4.57
2011-08-29 08:37:58 UTC,700,False alarm or false call  Other,10.8
2011-08-27 22:36:14 UTC,140,Natural vegetation fire  Other,7.03
2011-08-27 10:27:44 UTC,311,Medical assist  assist EMS crew,3.0
2011-08-27 02:04:56 UTC,321,EMS call  excluding vehicle accident with injury,12.5
2011-08-24 23:28:50 UTC,311,Medical assist  assist EMS crew,8.22
2011-08-21 09:30:39 UTC,111,Building fire,4.35
2011-08-20 21:36:36 UTC,321,EMS call  excluding vehicle accident with injury,4.65
2011-08-20 01:56:33 UTC,322,Motor vehicle accident with injuries,4.08
2011-08-19 14:00:08 UTC,321,EMS call  excluding vehicle accident with injury,1.35
2011-08-19 11:34:04 UTC,311,Medical assist  assist EMS crew,8.12
2011-08-19 08:22:56 UTC,321,EMS call  excluding vehicle accident with injury,5.77
2011-08-17 15:11:18 UTC,311,Medical assist  assist EMS crew,6.25
2011-08-16 20:28:57 UTC,550,Public service assistance  Other,0.4
2011-08-14 06:35:43 UTC,321,EMS call  excluding vehicle accident with injury,5.07
2011-08-13 23:37:26 UTC,800,Severe weather or natural disaster  Other,4.27
2011-08-13 21:08:39 UTC,444,Power line down,7.82
2011-08-13 18:14:24 UTC,444,Power line down,9.7
2011-08-13 18:01:40 UTC,622,No Incident found on arrival at dispatch address,18.03
2011-08-12 22:09:30 UTC,322,Motor vehicle accident with injuries,12.95
2011-08-12 21:03:50 UTC,311,Medical assist  assist EMS crew,8.58
2011-08-12 19:18:43 UTC,311,Medical assist  assist EMS crew,7.83
2011-08-12 10:41:59 UTC,322,Motor vehicle accident with injuries,1.65
2011-08-11 20:11:28 UTC,321,EMS call  excluding vehicle accident with injury,2.6
2011-08-11 15:13:32 UTC,111,Building fire,14.22
2011-08-10 15:51:40 UTC,733,Smoke detector activation due to malfunction,12.6
2011-08-10 14:43:48 UTC,413,Oil or other combustible liquid spill,2.17
2011-08-10 13:01:27 UTC,740,Unintentional transmission of alarm  Other,1.95
2011-08-08 13:05:40 UTC,600,Good intent call  Other,0.4
2011-08-07 19:05:18 UTC,311,Medical assist  assist EMS crew,2.4
2011-08-06 03:38:37 UTC,311,Medical assist  assist EMS crew,14.38
2011-08-06 02:29:09 UTC,132,Road freight or transport vehicle fire,11.45
2011-08-05 12:07:24 UTC,311,Medical assist  assist EMS crew,19.0
2011-08-05 10:40:57 UTC,600,Good intent call  Other,0.4
2011-08-04 18:26:30 UTC,321,EMS call  excluding vehicle accident with injury,0.8
2011-08-02 09:50:39 UTC,311,Medical assist  assist EMS crew,6.48
2011-08-01 00:50:41 UTC,700,False alarm or false call  Other,4.95
2011-07-31 18:48:00 UTC,322,Motor vehicle accident with injuries,6.63
2011-07-31 03:00:25 UTC,381,Rescue or EMS standby,8.4
2011-07-29 22:28:16 UTC,321,EMS call  excluding vehicle accident with injury,3.35
2011-07-26 17:25:47 UTC,322,Motor vehicle accident with injuries,6.67
2011-07-26 06:22:39 UTC,321,EMS call  excluding vehicle accident with injury,5.17
2011-07-25 17:23:34 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2011-07-25 13:57:45 UTC,311,Medical assist  assist EMS crew,6.23
2011-07-25 10:58:38 UTC,321,EMS call  excluding vehicle accident with injury,4.9
2011-07-25 10:14:51 UTC,311,Medical assist  assist EMS crew,6.37
2011-07-23 22:29:40 UTC,321,EMS call  excluding vehicle accident with injury,5.47
2011-07-23 09:23:58 UTC,151,Outside rubbish  trash or waste fire,0.02
2011-07-23 00:48:25 UTC,321,EMS call  excluding vehicle accident with injury,5.55
2011-07-23 00:35:00 UTC,700,False alarm or false call  Other,4.8
2011-07-21 21:19:08 UTC,321,EMS call  excluding vehicle accident with injury,8.88
2011-07-21 20:02:02 UTC,311,Medical assist  assist EMS crew,6.73
